,date,time,distance
26587,2025-03-06,08:11:56.989131,700
26588,2025-03-06,08:11:57.010173,700
26589,2025-03-06,08:11:57.031207,700
26590,2025-03-06,08:11:57.052255,700
26591,2025-03-06,08:11:57.073290,700
26592,2025-03-06,08:11:57.094320,700
26593,2025-03-06,08:11:57.115855,700
26594,2025-03-06,08:11:57.136855,700
26595,2025-03-06,08:11:57.157947,700
26596,2025-03-06,08:11:57.179034,700
26597,2025-03-06,08:11:57.200058,700
26598,2025-03-06,08:11:57.221089,700
26599,2025-03-06,08:11:57.242144,700
26600,2025-03-06,08:11:57.263330,700
26601,2025-03-06,08:11:57.284423,700
26602,2025-03-06,08:11:57.305485,700
26603,2025-03-06,08:11:57.326553,700
26604,2025-03-06,08:11:57.347605,700
26605,2025-03-06,08:11:57.368654,700
26606,2025-03-06,08:11:57.389699,700
26607,2025-03-06,08:11:57.410749,700
26608,2025-03-06,08:11:57.431794,700
26609,2025-03-06,08:11:57.452836,700
26610,2025-03-06,08:11:57.473885,700
26611,2025-03-06,08:11:57.494930,700
26612,2025-03-06,08:11:57.515969,700
26613,2025-03-06,08:11:57.537015,700
26614,2025-03-06,08:11:57.558067,700
26615,2025-03-06,08:11:57.579108,700
26616,2025-03-06,08:11:57.600149,700
26617,2025-03-06,08:11:57.621190,700
26618,2025-03-06,08:11:57.642228,700
26619,2025-03-06,08:11:57.663265,700
26620,2025-03-06,08:11:57.684302,700
26621,2025-03-06,08:11:57.705340,700
26622,2025-03-06,08:11:57.726379,700
26623,2025-03-06,08:11:57.747417,700
26624,2025-03-06,08:11:57.768462,700
26625,2025-03-06,08:11:57.789498,700
26626,2025-03-06,08:11:57.810536,700
26627,2025-03-06,08:11:57.831572,700
26628,2025-03-06,08:11:57.852610,700
26629,2025-03-06,08:11:57.873650,700
26630,2025-03-06,08:11:57.894690,700
26631,2025-03-06,08:11:57.915772,700
26632,2025-03-06,08:11:57.936898,700
26633,2025-03-06,08:11:57.957950,700
26634,2025-03-06,08:11:57.979009,700
26635,2025-03-06,08:11:58.000059,700
26636,2025-03-06,08:11:58.021114,700
26637,2025-03-06,08:11:58.042166,700
26638,2025-03-06,08:11:58.063230,700
26639,2025-03-06,08:11:58.084311,700
26640,2025-03-06,08:11:58.105367,700
26641,2025-03-06,08:11:58.126767,700
26642,2025-03-06,08:11:58.147861,700
26643,2025-03-06,08:11:58.168920,700
26644,2025-03-06,08:11:58.190018,700
26645,2025-03-06,08:11:58.211780,700
26646,2025-03-06,08:11:58.232886,700
26647,2025-03-06,08:11:58.253956,700
26648,2025-03-06,08:11:58.275065,700
26649,2025-03-06,08:11:58.296110,700
26650,2025-03-06,08:11:58.317151,700
26651,2025-03-06,08:11:58.338192,700
26652,2025-03-06,08:11:58.359235,700
26653,2025-03-06,08:11:58.380286,700
26654,2025-03-06,08:11:58.401330,700
26655,2025-03-06,08:11:58.422370,700
26656,2025-03-06,08:11:58.443410,700
26657,2025-03-06,08:11:58.464459,700
26658,2025-03-06,08:11:58.485504,700
26659,2025-03-06,08:11:58.506545,700
26660,2025-03-06,08:11:58.527586,700
26661,2025-03-06,08:11:58.548626,700
26662,2025-03-06,08:11:58.569670,700
26663,2025-03-06,08:11:58.590707,218
26664,2025-03-06,08:11:58.611745,193
26665,2025-03-06,08:11:58.632782,175
26666,2025-03-06,08:11:58.653838,167
26667,2025-03-06,08:11:58.674887,163
26668,2025-03-06,08:11:58.695926,161
26669,2025-03-06,08:11:58.716969,160
26670,2025-03-06,08:11:58.738008,157
26671,2025-03-06,08:11:58.759047,168
26672,2025-03-06,08:11:58.780085,156
26673,2025-03-06,08:11:58.801125,157
26674,2025-03-06,08:11:58.822164,159
26675,2025-03-06,08:11:58.843202,159
26676,2025-03-06,08:11:58.864242,160
26677,2025-03-06,08:11:58.885292,161
26678,2025-03-06,08:11:58.906404,161
26679,2025-03-06,08:11:58.927444,159
26680,2025-03-06,08:11:58.948509,156
26681,2025-03-06,08:11:58.969556,154
26682,2025-03-06,08:11:58.990595,156
26683,2025-03-06,08:11:59.011634,156
26684,2025-03-06,08:11:59.032673,155
26685,2025-03-06,08:11:59.053715,159
26686,2025-03-06,08:11:59.074753,157
26687,2025-03-06,08:11:59.095789,155
26688,2025-03-06,08:11:59.116825,156
26689,2025-03-06,08:11:59.137863,184
26690,2025-03-06,08:11:59.158901,154
26691,2025-03-06,08:11:59.179939,157
26692,2025-03-06,08:11:59.200978,157
26693,2025-03-06,08:11:59.222028,163
26694,2025-03-06,08:11:59.243065,161
26695,2025-03-06,08:11:59.264102,172
26696,2025-03-06,08:11:59.285141,189
26697,2025-03-06,08:11:59.306196,233
26698,2025-03-06,08:11:59.327235,651
26699,2025-03-06,08:11:59.348273,667
26700,2025-03-06,08:11:59.369341,655
26701,2025-03-06,08:11:59.390429,700
26702,2025-03-06,08:11:59.411476,700
26703,2025-03-06,08:11:59.432518,700
26704,2025-03-06,08:11:59.453560,700
26705,2025-03-06,08:11:59.474603,700
26706,2025-03-06,08:11:59.495650,700
26707,2025-03-06,08:11:59.516691,700
26708,2025-03-06,08:11:59.537731,700
26709,2025-03-06,08:11:59.558770,700
