,date,time,distance
294577,2025-03-02,10:43:04.965226,700
294578,2025-03-02,10:43:04.986265,700
294579,2025-03-02,10:43:05.007311,700
294580,2025-03-02,10:43:05.028354,700
294581,2025-03-02,10:43:05.049395,700
294582,2025-03-02,10:43:05.070436,700
294583,2025-03-02,10:43:05.091477,700
294584,2025-03-02,10:43:05.112515,700
294585,2025-03-02,10:43:05.133557,700
294586,2025-03-02,10:43:05.154599,700
294587,2025-03-02,10:43:05.175660,700
294588,2025-03-02,10:43:05.196743,700
294589,2025-03-02,10:43:05.217792,700
294590,2025-03-02,10:43:05.238833,700
294591,2025-03-02,10:43:05.260199,700
294592,2025-03-02,10:43:05.281259,700
294593,2025-03-02,10:43:05.302304,700
294594,2025-03-02,10:43:05.323350,700
294595,2025-03-02,10:43:05.344403,700
294596,2025-03-02,10:43:05.365456,700
294597,2025-03-02,10:43:05.386515,179
294598,2025-03-02,10:43:05.407573,700
294599,2025-03-02,10:43:05.428620,700
294600,2025-03-02,10:43:05.449665,700
294601,2025-03-02,10:43:05.470705,700
294602,2025-03-02,10:43:05.491743,700
294603,2025-03-02,10:43:05.512781,700
294604,2025-03-02,10:43:05.533819,700
294605,2025-03-02,10:43:05.554857,700
294606,2025-03-02,10:43:05.575895,700
294607,2025-03-02,10:43:05.596934,700
294608,2025-03-02,10:43:05.617973,700
294609,2025-03-02,10:43:05.639012,700
294610,2025-03-02,10:43:05.660047,700
294611,2025-03-02,10:43:05.681078,700
294612,2025-03-02,10:43:05.702109,700
294613,2025-03-02,10:43:05.723139,700
294614,2025-03-02,10:43:05.744168,700
294615,2025-03-02,10:43:05.765191,700
294616,2025-03-02,10:43:05.786205,700
294617,2025-03-02,10:43:05.807220,700
294618,2025-03-02,10:43:05.828233,700
294619,2025-03-02,10:43:05.849265,700
294620,2025-03-02,10:43:05.870290,700
294621,2025-03-02,10:43:05.891366,700
294622,2025-03-02,10:43:05.912404,700
294623,2025-03-02,10:43:05.933455,700
294624,2025-03-02,10:43:05.954493,700
294625,2025-03-02,10:43:05.975529,700
294626,2025-03-02,10:43:05.996567,700
294627,2025-03-02,10:43:06.017605,700
294628,2025-03-02,10:43:06.038648,700
294629,2025-03-02,10:43:06.059690,700
294630,2025-03-02,10:43:06.080732,700
294631,2025-03-02,10:43:06.101770,700
294632,2025-03-02,10:43:06.122815,700
294633,2025-03-02,10:43:06.143854,700
294634,2025-03-02,10:43:06.164894,700
294635,2025-03-02,10:43:06.185934,700
294636,2025-03-02,10:43:06.206973,700
294637,2025-03-02,10:43:06.228063,700
294638,2025-03-02,10:43:06.249105,700
294639,2025-03-02,10:43:06.270144,700
294640,2025-03-02,10:43:06.291183,700
294641,2025-03-02,10:43:06.312225,700
294642,2025-03-02,10:43:06.333264,700
294643,2025-03-02,10:43:06.354308,700
294644,2025-03-02,10:43:06.375386,700
294645,2025-03-02,10:43:06.396484,700
294646,2025-03-02,10:43:06.417532,700
294647,2025-03-02,10:43:06.444305,700
