,date,time,distance
120904,2025-03-02,09:42:09.114859,700
120905,2025-03-02,09:42:09.135888,700
120906,2025-03-02,09:42:09.156917,700
120907,2025-03-02,09:42:09.177939,700
120908,2025-03-02,09:42:09.198958,700
120909,2025-03-02,09:42:09.219989,700
120910,2025-03-02,09:42:09.241042,700
120911,2025-03-02,09:42:09.262124,700
120912,2025-03-02,09:42:09.283169,700
120913,2025-03-02,09:42:09.304205,700
120914,2025-03-02,09:42:09.325249,700
120915,2025-03-02,09:42:09.346283,700
120916,2025-03-02,09:42:09.367315,700
120917,2025-03-02,09:42:09.388343,700
120918,2025-03-02,09:42:09.409368,700
120919,2025-03-02,09:42:09.430388,700
120920,2025-03-02,09:42:09.451427,700
120921,2025-03-02,09:42:09.472458,700
120922,2025-03-02,09:42:09.493501,700
120923,2025-03-02,09:42:09.514545,700
120924,2025-03-02,09:42:09.535589,700
120925,2025-03-02,09:42:09.556647,700
120926,2025-03-02,09:42:09.577691,700
120927,2025-03-02,09:42:09.598740,700
120928,2025-03-02,09:42:09.619784,700
120929,2025-03-02,09:42:09.640815,700
120930,2025-03-02,09:42:09.661847,700
120931,2025-03-02,09:42:09.682885,700
120932,2025-03-02,09:42:09.703921,700
120933,2025-03-02,09:42:09.724961,700
120934,2025-03-02,09:42:09.745990,700
120935,2025-03-02,09:42:09.767005,700
120936,2025-03-02,09:42:09.788031,700
120937,2025-03-02,09:42:09.809055,700
120938,2025-03-02,09:42:09.830074,700
120939,2025-03-02,09:42:09.851107,700
120940,2025-03-02,09:42:09.872129,700
120941,2025-03-02,09:42:09.893141,700
120942,2025-03-02,09:42:09.914166,700
120943,2025-03-02,09:42:09.935192,700
120944,2025-03-02,09:42:09.956219,700
120945,2025-03-02,09:42:09.977245,700
120946,2025-03-02,09:42:09.998260,700
120947,2025-03-02,09:42:10.019293,700
120948,2025-03-02,09:42:10.040318,700
120949,2025-03-02,09:42:10.061345,700
120950,2025-03-02,09:42:10.082357,700
120951,2025-03-02,09:42:10.103368,700
120952,2025-03-02,09:42:10.124384,700
120953,2025-03-02,09:42:10.145419,700
120954,2025-03-02,09:42:10.166870,700
120955,2025-03-02,09:42:10.187903,700
120956,2025-03-02,09:42:10.208937,700
120957,2025-03-02,09:42:10.229971,700
120958,2025-03-02,09:42:10.250998,700
120959,2025-03-02,09:42:10.272023,700
120960,2025-03-02,09:42:10.293038,700
120961,2025-03-02,09:42:10.314067,700
120962,2025-03-02,09:42:10.335092,700
120963,2025-03-02,09:42:10.356120,700
120964,2025-03-02,09:42:10.377149,700
120965,2025-03-02,09:42:10.398165,700
120966,2025-03-02,09:42:10.419198,700
120967,2025-03-02,09:42:10.440232,700
120968,2025-03-02,09:42:10.461262,700
120969,2025-03-02,09:42:10.482292,700
120970,2025-03-02,09:42:10.503316,700
120971,2025-03-02,09:42:10.524328,700
120972,2025-03-02,09:42:10.545339,700
120973,2025-03-02,09:42:10.566350,700
120974,2025-03-02,09:42:10.587361,700
120975,2025-03-02,09:42:10.608371,700
120976,2025-03-02,09:42:10.629386,700
120977,2025-03-02,09:42:10.650417,700
120978,2025-03-02,09:42:10.671447,700
120979,2025-03-02,09:42:10.692486,700
120980,2025-03-02,09:42:10.713529,700
120981,2025-03-02,09:42:10.734555,700
120982,2025-03-02,09:42:10.755578,700
120983,2025-03-02,09:42:10.776607,700
120984,2025-03-02,09:42:10.797639,700
120985,2025-03-02,09:42:10.818663,700
120986,2025-03-02,09:42:10.839674,700
120987,2025-03-02,09:42:10.860684,700
120988,2025-03-02,09:42:10.881698,700
120989,2025-03-02,09:42:10.902709,700
120990,2025-03-02,09:42:10.923722,700
120991,2025-03-02,09:42:10.944755,251
120992,2025-03-02,09:42:10.965800,246
120993,2025-03-02,09:42:10.986827,244
120994,2025-03-02,09:42:11.007840,240
120995,2025-03-02,09:42:11.028865,237
120996,2025-03-02,09:42:11.049896,236
120997,2025-03-02,09:42:11.070933,235
120998,2025-03-02,09:42:11.091961,235
120999,2025-03-02,09:42:11.112977,235
121000,2025-03-02,09:42:11.134010,234
121001,2025-03-02,09:42:11.155220,231
121002,2025-03-02,09:42:11.176278,263
121003,2025-03-02,09:42:11.197348,230
121004,2025-03-02,09:42:11.218388,239
121005,2025-03-02,09:42:11.239428,267
121006,2025-03-02,09:42:11.260463,700
121007,2025-03-02,09:42:11.281499,700
121008,2025-03-02,09:42:11.302527,700
121009,2025-03-02,09:42:11.323557,700
121010,2025-03-02,09:42:11.344596,700
121011,2025-03-02,09:42:11.365641,700
121012,2025-03-02,09:42:11.386673,700
121013,2025-03-02,09:42:11.407694,700
121014,2025-03-02,09:42:11.428707,700
121015,2025-03-02,09:42:11.449734,700
121016,2025-03-02,09:42:11.470762,700
121017,2025-03-02,09:42:11.491777,700
121018,2025-03-02,09:42:11.512807,700
121019,2025-03-02,09:42:11.533832,700
121020,2025-03-02,09:42:11.554847,700
121021,2025-03-02,09:42:11.575881,700
121022,2025-03-02,09:42:11.596907,700
121023,2025-03-02,09:42:11.617923,700
121024,2025-03-02,09:42:11.638951,700
121025,2025-03-02,09:42:11.659977,700
121026,2025-03-02,09:42:11.681021,700
121027,2025-03-02,09:42:11.702061,700
121028,2025-03-02,09:42:11.723091,700
121029,2025-03-02,09:42:11.744120,700
121030,2025-03-02,09:42:11.765146,700
121031,2025-03-02,09:42:11.786161,700
121032,2025-03-02,09:42:11.807173,700
121033,2025-03-02,09:42:11.828180,700
121034,2025-03-02,09:42:11.849197,700
121035,2025-03-02,09:42:11.870225,700
121036,2025-03-02,09:42:11.891257,700
121037,2025-03-02,09:42:11.912290,700
121038,2025-03-02,09:42:11.933325,700
121039,2025-03-02,09:42:11.954342,700
121040,2025-03-02,09:42:11.975377,700
121041,2025-03-02,09:42:11.996408,700
121042,2025-03-02,09:42:12.017449,700
121043,2025-03-02,09:42:12.038480,700
121044,2025-03-02,09:42:12.059519,700
121045,2025-03-02,09:42:12.080551,700
121046,2025-03-02,09:42:12.101576,700
