,date,time,distance
49890,2025-03-07,16:18:57.965324,700
49891,2025-03-07,16:18:57.986321,700
49892,2025-03-07,16:18:58.007317,700
49893,2025-03-07,16:18:58.028313,700
49894,2025-03-07,16:18:58.049310,700
49895,2025-03-07,16:18:58.070300,700
49896,2025-03-07,16:18:58.091303,700
49897,2025-03-07,16:18:58.112302,700
49898,2025-03-07,16:18:58.133299,700
49899,2025-03-07,16:18:58.154295,700
49900,2025-03-07,16:18:58.175292,700
49901,2025-03-07,16:18:58.196288,700
49902,2025-03-07,16:18:58.217283,700
49903,2025-03-07,16:18:58.238279,700
49904,2025-03-07,16:18:58.259275,700
49905,2025-03-07,16:18:58.280273,700
49906,2025-03-07,16:18:58.301274,700
49907,2025-03-07,16:18:58.322273,700
49908,2025-03-07,16:18:58.343270,700
49909,2025-03-07,16:18:58.364268,700
49910,2025-03-07,16:18:58.385267,700
49911,2025-03-07,16:18:58.406265,700
49912,2025-03-07,16:18:58.427262,700
49913,2025-03-07,16:18:58.448258,700
49914,2025-03-07,16:18:58.469263,700
49915,2025-03-07,16:18:58.490265,700
49916,2025-03-07,16:18:58.511262,700
49917,2025-03-07,16:18:58.532260,700
49918,2025-03-07,16:18:58.553257,700
49919,2025-03-07,16:18:58.574254,700
49920,2025-03-07,16:18:58.595253,700
49921,2025-03-07,16:18:58.616252,700
49922,2025-03-07,16:18:58.637250,700
49923,2025-03-07,16:18:58.658247,700
49924,2025-03-07,16:18:58.679247,700
49925,2025-03-07,16:18:58.700248,700
49926,2025-03-07,16:18:58.721248,700
49927,2025-03-07,16:18:58.742246,700
49928,2025-03-07,16:18:58.763245,700
49929,2025-03-07,16:18:58.784897,700
49930,2025-03-07,16:18:58.805900,700
49931,2025-03-07,16:18:58.826899,700
49932,2025-03-07,16:18:58.847893,700
49933,2025-03-07,16:18:58.868890,700
49934,2025-03-07,16:18:58.889886,700
49935,2025-03-07,16:18:58.910883,700
49936,2025-03-07,16:18:58.931879,700
49937,2025-03-07,16:18:58.952876,700
49938,2025-03-07,16:18:58.973875,700
49939,2025-03-07,16:18:58.994915,700
49940,2025-03-07,16:18:59.016031,700
49941,2025-03-07,16:18:59.037099,700
49942,2025-03-07,16:18:59.058122,700
49943,2025-03-07,16:18:59.079136,700
49944,2025-03-07,16:18:59.100468,700
49945,2025-03-07,16:18:59.121529,700
49946,2025-03-07,16:18:59.142549,700
49947,2025-03-07,16:18:59.163555,700
49948,2025-03-07,16:18:59.184565,700
49949,2025-03-07,16:18:59.205568,700
49950,2025-03-07,16:18:59.226572,700
49951,2025-03-07,16:18:59.247612,700
49952,2025-03-07,16:18:59.268650,700
49953,2025-03-07,16:18:59.289730,700
