,date,time,distance
709721,2025-03-02,14:03:24.644843,700
709722,2025-03-02,14:03:24.665855,700
709723,2025-03-02,14:03:24.686858,700
709724,2025-03-02,14:03:24.707858,700
709725,2025-03-02,14:03:24.728874,700
709726,2025-03-02,14:03:24.749876,700
709727,2025-03-02,14:03:24.770885,700
709728,2025-03-02,14:03:24.791912,700
709729,2025-03-02,14:03:24.812919,700
709730,2025-03-02,14:03:24.833954,700
709731,2025-03-02,14:03:24.855038,700
709732,2025-03-02,14:03:24.876112,700
709733,2025-03-02,14:03:24.897184,700
709734,2025-03-02,14:03:24.918254,700
709735,2025-03-02,14:03:24.939306,700
709736,2025-03-02,14:03:24.960362,700
709737,2025-03-02,14:03:24.981536,700
709738,2025-03-02,14:03:25.002581,700
709739,2025-03-02,14:03:25.023621,700
709740,2025-03-02,14:03:25.044660,700
709741,2025-03-02,14:03:25.065702,700
709742,2025-03-02,14:03:25.086743,700
709743,2025-03-02,14:03:25.107782,700
709744,2025-03-02,14:03:25.128823,700
709745,2025-03-02,14:03:25.149860,700
709746,2025-03-02,14:03:25.170899,700
709747,2025-03-02,14:03:25.191935,700
709748,2025-03-02,14:03:25.212975,700
709749,2025-03-02,14:03:25.234016,700
709750,2025-03-02,14:03:25.255054,700
709751,2025-03-02,14:03:25.276096,700
709752,2025-03-02,14:03:25.297138,700
709753,2025-03-02,14:03:25.318176,700
709754,2025-03-02,14:03:25.339214,700
709755,2025-03-02,14:03:25.360257,700
709756,2025-03-02,14:03:25.381296,700
709757,2025-03-02,14:03:25.402344,700
709758,2025-03-02,14:03:25.423383,700
709759,2025-03-02,14:03:25.444478,700
709760,2025-03-02,14:03:25.465530,700
709761,2025-03-02,14:03:25.486569,700
709762,2025-03-02,14:03:25.507606,700
709763,2025-03-02,14:03:25.528643,700
709764,2025-03-02,14:03:25.549679,700
709765,2025-03-02,14:03:25.570716,700
709766,2025-03-02,14:03:25.591753,700
709767,2025-03-02,14:03:25.612791,700
709768,2025-03-02,14:03:25.633832,387
709769,2025-03-02,14:03:25.654869,700
709770,2025-03-02,14:03:25.675906,700
709771,2025-03-02,14:03:25.696942,700
709772,2025-03-02,14:03:25.717979,700
709773,2025-03-02,14:03:25.739016,700
709774,2025-03-02,14:03:25.760056,700
709775,2025-03-02,14:03:25.781099,700
709776,2025-03-02,14:03:25.802138,700
709777,2025-03-02,14:03:25.823178,700
709778,2025-03-02,14:03:25.844218,700
709779,2025-03-02,14:03:25.865257,700
709780,2025-03-02,14:03:25.886293,700
709781,2025-03-02,14:03:25.907332,700
709782,2025-03-02,14:03:25.928372,700
709783,2025-03-02,14:03:25.949572,700
709784,2025-03-02,14:03:25.970611,700
709785,2025-03-02,14:03:25.991651,700
