,date,time,distance
732571,2025-03-02,14:11:25.516345,700
732572,2025-03-02,14:11:25.537383,700
732573,2025-03-02,14:11:25.558420,700
732574,2025-03-02,14:11:25.579456,700
732575,2025-03-02,14:11:25.600492,700
732576,2025-03-02,14:11:25.621525,700
732577,2025-03-02,14:11:25.642561,700
732578,2025-03-02,14:11:25.663606,700
732579,2025-03-02,14:11:25.684641,700
732580,2025-03-02,14:11:25.705673,700
732581,2025-03-02,14:11:25.726710,700
732582,2025-03-02,14:11:25.747744,700
732583,2025-03-02,14:11:25.768777,700
732584,2025-03-02,14:11:25.789811,700
732585,2025-03-02,14:11:25.811375,700
732586,2025-03-02,14:11:25.832414,700
732587,2025-03-02,14:11:25.853451,700
732588,2025-03-02,14:11:25.874489,700
732589,2025-03-02,14:11:25.895533,700
732590,2025-03-02,14:11:25.916569,700
732591,2025-03-02,14:11:25.937604,700
732592,2025-03-02,14:11:25.958640,700
732593,2025-03-02,14:11:25.979676,700
732594,2025-03-02,14:11:26.000710,700
732595,2025-03-02,14:11:26.021745,700
732596,2025-03-02,14:11:26.042782,700
732597,2025-03-02,14:11:26.063827,700
732598,2025-03-02,14:11:26.084863,700
732599,2025-03-02,14:11:26.105902,700
732600,2025-03-02,14:11:26.126940,700
732601,2025-03-02,14:11:26.147993,700
732602,2025-03-02,14:11:26.169065,700
732603,2025-03-02,14:11:26.190121,700
732604,2025-03-02,14:11:26.211162,700
732605,2025-03-02,14:11:26.232200,700
732606,2025-03-02,14:11:26.253237,700
732607,2025-03-02,14:11:26.274282,700
732608,2025-03-02,14:11:26.295326,700
732609,2025-03-02,14:11:26.316369,700
732610,2025-03-02,14:11:26.337407,700
732611,2025-03-02,14:11:26.358443,700
732612,2025-03-02,14:11:26.379475,700
732613,2025-03-02,14:11:26.400575,700
732614,2025-03-02,14:11:26.421610,700
732615,2025-03-02,14:11:26.442644,700
732616,2025-03-02,14:11:26.463685,700
732617,2025-03-02,14:11:26.484717,700
732618,2025-03-02,14:11:26.505748,700
732619,2025-03-02,14:11:26.526781,700
732620,2025-03-02,14:11:26.547813,700
732621,2025-03-02,14:11:26.568847,700
732622,2025-03-02,14:11:26.589881,700
732623,2025-03-02,14:11:26.610916,700
732624,2025-03-02,14:11:26.631948,700
732625,2025-03-02,14:11:26.652982,700
732626,2025-03-02,14:11:26.674017,700
732627,2025-03-02,14:11:26.695053,700
732628,2025-03-02,14:11:26.716087,700
732629,2025-03-02,14:11:26.737122,700
732630,2025-03-02,14:11:26.758159,700
732631,2025-03-02,14:11:26.779198,700
732632,2025-03-02,14:11:26.800237,700
732633,2025-03-02,14:11:26.821275,700
732634,2025-03-02,14:11:26.842540,700
732635,2025-03-02,14:11:26.863583,700
732636,2025-03-02,14:11:26.884624,700
732637,2025-03-02,14:11:26.905659,700
732638,2025-03-02,14:11:26.926694,700
732639,2025-03-02,14:11:26.947729,700
732640,2025-03-02,14:11:26.968763,700
732641,2025-03-02,14:11:26.989798,700
732642,2025-03-02,14:11:27.010837,700
732643,2025-03-02,14:11:27.031885,700
732644,2025-03-02,14:11:27.052922,700
732645,2025-03-02,14:11:27.073962,700
732646,2025-03-02,14:11:27.095001,700
732647,2025-03-02,14:11:27.116040,700
732648,2025-03-02,14:11:27.137076,700
732649,2025-03-02,14:11:27.158127,700
732650,2025-03-02,14:11:27.179166,700
732651,2025-03-02,14:11:27.200203,700
732652,2025-03-02,14:11:27.221240,700
732653,2025-03-02,14:11:27.242284,700
732654,2025-03-02,14:11:27.263323,700
732655,2025-03-02,14:11:27.284367,700
732656,2025-03-02,14:11:27.305406,700
732657,2025-03-02,14:11:27.326444,700
732658,2025-03-02,14:11:27.347478,612
732659,2025-03-02,14:11:27.368515,700
732660,2025-03-02,14:11:27.389569,700
732661,2025-03-02,14:11:27.410604,700
732662,2025-03-02,14:11:27.431640,700
732663,2025-03-02,14:11:27.453026,700
732664,2025-03-02,14:11:27.474065,700
732665,2025-03-02,14:11:27.495102,320
732666,2025-03-02,14:11:27.516494,279
732667,2025-03-02,14:11:27.537534,280
732668,2025-03-02,14:11:27.558572,280
732669,2025-03-02,14:11:27.579945,278
732670,2025-03-02,14:11:27.600983,277
732671,2025-03-02,14:11:27.622022,278
732672,2025-03-02,14:11:27.643401,278
732673,2025-03-02,14:11:27.664438,276
732674,2025-03-02,14:11:27.685472,311
732675,2025-03-02,14:11:27.706508,281
732676,2025-03-02,14:11:27.727540,327
732677,2025-03-02,14:11:27.748574,340
732678,2025-03-02,14:11:27.769605,700
732679,2025-03-02,14:11:27.790649,700
732680,2025-03-02,14:11:27.811692,700
732681,2025-03-02,14:11:27.832728,700
732682,2025-03-02,14:11:27.853793,700
732683,2025-03-02,14:11:27.874829,700
732684,2025-03-02,14:11:27.895864,700
732685,2025-03-02,14:11:27.916901,700
732686,2025-03-02,14:11:27.937937,700
732687,2025-03-02,14:11:27.958974,700
732688,2025-03-02,14:11:27.980010,700
732689,2025-03-02,14:11:28.001047,700
732690,2025-03-02,14:11:28.022086,700
732691,2025-03-02,14:11:28.043128,700
732692,2025-03-02,14:11:28.064161,700
732693,2025-03-02,14:11:28.085195,700
732694,2025-03-02,14:11:28.106243,700
732695,2025-03-02,14:11:28.127277,700
732696,2025-03-02,14:11:28.148313,700
732697,2025-03-02,14:11:28.169350,700
732698,2025-03-02,14:11:28.190384,700
732699,2025-03-02,14:11:28.211419,700
732700,2025-03-02,14:11:28.232452,700
732701,2025-03-02,14:11:28.253486,700
732702,2025-03-02,14:11:28.274521,700
732703,2025-03-02,14:11:28.295557,700
732704,2025-03-02,14:11:28.316599,700
732705,2025-03-02,14:11:28.337644,700
732706,2025-03-02,14:11:28.358682,700
732707,2025-03-02,14:11:28.380041,700
732708,2025-03-02,14:11:28.401105,700
732709,2025-03-02,14:11:28.422154,700
732710,2025-03-02,14:11:28.443200,700
732711,2025-03-02,14:11:28.464234,700
732712,2025-03-02,14:11:28.485269,700
